"Season","DayNum","WTeamID","WScore","LTeamID","LScore","WLoc","NumOT","WFGM","WFGA","WFGM3","WFGA3","WFTM","WFTA","WOR","WDR","WAst","WTO","WStl","WBlk","WPF","LFGM","LFGA","LFGM3","LFGA3","LFTM","LFTA","LOR","LDR","LAst","LTO","LStl","LBlk","LPF","WConf","LConf","Conf_Tour","Poss","Pace","WFG.P","LFG.P","WFG3.P","LFG3.P","WFT.P","LFT.P","WEFG.P","LEFG.P","WTO.P","LTO.P","WOR.P","WDR.P","LOR.P","LDR.P","WFT.R","LFT.R","WORtg","LORtg","WDRtg","LDRtg","WFTA.R","LFTA.R","W3PA.R","L3PA.R","WTS.P","LTS.P"
2015,65,1348,68,1200,65,"H",0,24,51,1,14,19,35,10,24,9,15,8,8,16,24,52,4,12,13,19,7,26,7,18,8,1,24,"a_ten","a_ten",0,72.325,72.325,0.470588235294118,0.461538461538462,0.0714285714285714,0.333333333333333,0.542857142857143,0.684210526315789,0.480392156862745,0.5,0.184275184275184,0.229709035222052,0.277777777777778,0.774193548387097,0.225806451612903,0.722222222222222,0.372549019607843,0.25,94.020048392672,89.8721050812306,89.8721050812306,94.020048392672,0.686274509803922,0.365384615384615,0.274509803921569,0.230769230769231,0.502772643253235,0.532568619418271
2015,65,1433,71,1172,65,"H",0,25,59,7,22,14,20,15,25,15,10,13,8,15,22,59,10,28,11,12,13,22,15,15,5,1,16,"a_ten","a_ten",0,65.1,65.1,0.423728813559322,0.372881355932203,0.318181818181818,0.357142857142857,0.7,0.916666666666667,0.483050847457627,0.457627118644068,0.12853470437018,0.18920282542886,0.405405405405405,0.657894736842105,0.342105263157895,0.594594594594595,0.23728813559322,0.186440677966102,109.062980030722,99.8463901689708,99.8463901689708,109.062980030722,0.338983050847458,0.203389830508475,0.372881355932203,0.474576271186441,0.518248175182482,0.502318392581144
2015,66,1173,78,1382,61,"A",0,29,52,14,24,6,7,5,20,20,12,8,1,21,20,48,3,14,18,24,11,20,9,13,3,5,14,"a_ten","a_ten",0,61.8625,61.8625,0.557692307692308,0.416666666666667,0.583333333333333,0.214285714285714,0.857142857142857,0.75,0.692307692307692,0.447916666666667,0.178890876565295,0.181665735047513,0.2,0.645161290322581,0.354838709677419,0.8,0.115384615384615,0.375,126.086077995555,98.6057789452415,98.6057789452415,126.086077995555,0.134615384615385,0.5,0.461538461538462,0.291666666666667,0.7049254405784,0.513468013468014
2015,66,1350,75,1206,65,"H",0,24,43,7,14,20,23,0,19,16,8,7,7,16,27,60,5,11,6,11,18,21,8,12,3,3,20,"a_ten","a_ten",0,60.575,60.575,0.558139534883721,0.45,0.5,0.454545454545455,0.869565217391304,0.545454545454545,0.63953488372093,0.491666666666667,0.130890052356021,0.156168662155128,0,0.513513513513513,0.486486486486487,1,0.465116279069767,0.1,123.813454395378,107.304993809327,107.304993809327,123.813454395378,0.534883720930233,0.183333333333333,0.325581395348837,0.183333333333333,0.695410292072323,0.498275201226524
2015,68,1172,89,1387,54,"H",0,32,58,12,22,13,21,11,29,22,9,4,2,22,19,47,3,19,13,28,8,20,9,12,3,3,21,"a_ten","a_ten",0,65.1375,65.1375,0.551724137931034,0.404255319148936,0.545454545454545,0.157894736842105,0.619047619047619,0.464285714285714,0.655172413793103,0.436170212765957,0.118048268625393,0.168255748738082,0.354838709677419,0.783783783783784,0.216216216216216,0.645161290322581,0.224137931034483,0.276595744680851,136.634043369795,82.9015544041451,82.9015544041451,136.634043369795,0.362068965517241,0.595744680851064,0.379310344827586,0.404255319148936,0.654652445752115,0.447761194029851
2015,68,1173,76,1200,58,"A",0,26,43,7,16,17,20,5,27,12,11,4,1,14,20,60,5,20,13,14,13,13,11,6,5,1,19,"a_ten","a_ten",0,59.075,59.075,0.604651162790698,0.333333333333333,0.4375,0.25,0.85,0.928571428571429,0.686046511627907,0.375,0.17515923566879,0.0831485587583149,0.277777777777778,0.675,0.325,0.722222222222222,0.395348837209302,0.216666666666667,128.650021159543,98.180279305967,98.180279305967,128.650021159543,0.465116279069767,0.233333333333333,0.372093023255814,0.333333333333333,0.723809523809524,0.435108777194299
2015,68,1247,63,1203,50,"H",0,21,47,6,14,15,20,13,14,13,14,10,5,20,15,38,5,11,15,21,10,16,7,20,7,2,14,"a_ten","a_ten",0,57.7375,57.7375,0.446808510638298,0.394736842105263,0.428571428571429,0.454545454545455,0.75,0.714285714285714,0.51063829787234,0.460526315789474,0.200573065902579,0.297441998810232,0.448275862068966,0.583333333333333,0.416666666666667,0.551724137931034,0.319148936170213,0.394736842105263,109.114526953886,86.5988309157826,86.5988309157826,109.114526953886,0.425531914893617,0.552631578947368,0.297872340425532,0.289473684210526,0.557522123893805,0.521104742053153
2015,68,1348,61,1182,60,"A",0,21,57,8,22,11,13,18,20,14,15,2,3,13,24,55,4,16,8,12,12,19,10,14,6,5,13,"a_ten","a_ten",0,61.4375,61.4375,0.368421052631579,0.436363636363636,0.363636363636364,0.25,0.846153846153846,0.666666666666667,0.43859649122807,0.472727272727273,0.193000514668039,0.188476036618201,0.486486486486487,0.625,0.375,0.513513513513513,0.192982456140351,0.145454545454545,99.2878942014242,97.6602238046795,97.6602238046795,99.2878942014242,0.228070175438596,0.218181818181818,0.385964912280702,0.290909090909091,0.482785912148793,0.494233937397035
2015,68,1433,89,1386,74,"H",0,31,73,12,23,15,23,17,25,16,11,12,6,26,25,51,5,11,19,34,11,29,16,20,6,6,18,"a_ten","a_ten",0,77.0375,77.0375,0.424657534246575,0.490196078431373,0.521739130434783,0.454545454545455,0.652173913043478,0.558823529411765,0.506849315068493,0.53921568627451,0.116872078198045,0.232666356444858,0.369565217391304,0.694444444444444,0.305555555555556,0.630434782608696,0.205479452054795,0.372549019607843,115.528151874087,96.057115041376,96.057115041376,115.528151874087,0.315068493150685,0.666666666666667,0.315068493150685,0.215686274509804,0.530235329162943,0.551005212211467
2015,69,1269,66,1206,62,"A",0,24,61,8,18,10,17,20,25,14,16,8,4,22,21,55,5,12,15,26,17,22,9,13,5,7,17,"a_ten","a_ten",0,64.2125,64.2125,0.39344262295082,0.381818181818182,0.444444444444444,0.416666666666667,0.588235294117647,0.576923076923077,0.459016393442623,0.427272727272727,0.189393939393939,0.163645518630413,0.476190476190476,0.595238095238095,0.404761904761905,0.523809523809524,0.163934426229508,0.272727272727273,102.783725910064,96.5544091882422,96.5544091882422,102.783725910064,0.278688524590164,0.472727272727273,0.295081967213115,0.218181818181818,0.477741585233442,0.460282108389013
2015,69,1350,60,1382,41,"H",0,23,48,7,21,7,11,6,26,14,14,5,4,11,18,55,0,10,5,7,12,21,6,14,5,3,16,"a_ten","a_ten",0,60.775,60.775,0.479166666666667,0.327272727272727,0.333333333333333,0,0.636363636363636,0.714285714285714,0.552083333333333,0.327272727272727,0.209455415918612,0.194228634850166,0.222222222222222,0.684210526315789,0.315789473684211,0.777777777777778,0.145833333333333,0.0909090909090909,98.7248046071575,67.461949814891,67.461949814891,98.7248046071575,0.229166666666667,0.127272727272727,0.4375,0.181818181818182,0.563644903710662,0.35147878268324
2015,71,1433,65,1348,60,"A",0,24,59,8,24,9,21,13,19,10,13,5,8,21,23,53,1,8,13,22,15,29,13,18,8,8,20,"a_ten","a_ten",0,67.7125,67.7125,0.406779661016949,0.433962264150943,0.333333333333333,0.125,0.428571428571429,0.590909090909091,0.474576271186441,0.443396226415094,0.160019694731659,0.22310361923649,0.30952380952381,0.558823529411765,0.441176470588235,0.69047619047619,0.152542372881356,0.245283018867925,95.9940926712202,88.609931696511,88.609931696511,95.9940926712202,0.355932203389831,0.415094339622642,0.406779661016949,0.150943396226415,0.471185212033345,0.472813238770686
2015,72,1172,71,1269,63,"A",0,26,63,7,29,12,16,12,25,14,11,11,3,16,24,59,4,17,11,18,13,28,15,16,7,5,16,"a_ten","a_ten",0,70.075,70.075,0.412698412698413,0.406779661016949,0.241379310344828,0.235294117647059,0.75,0.611111111111111,0.468253968253968,0.440677966101695,0.13573543928924,0.192957067052581,0.3,0.657894736842105,0.342105263157895,0.7,0.19047619047619,0.186440677966102,101.320014270425,89.9036746343204,89.9036746343204,101.320014270425,0.253968253968254,0.305084745762712,0.46031746031746,0.288135593220339,0.502832861189802,0.466321243523316
2015,72,1173,61,1247,50,"H",0,23,48,6,16,9,16,7,24,13,11,7,4,10,19,48,4,10,8,10,6,24,12,14,1,4,18,"a_ten","a_ten",0,60.175,60.175,0.479166666666667,0.395833333333333,0.375,0.4,0.5625,0.8,0.541666666666667,0.4375,0.16656571774682,0.210843373493976,0.225806451612903,0.8,0.2,0.774193548387097,0.1875,0.166666666666667,101.371001246365,83.0909846281678,83.0909846281678,101.371001246365,0.333333333333333,0.208333333333333,0.333333333333333,0.208333333333333,0.548561151079137,0.4739336492891
2015,72,1382,75,1206,55,"N",0,23,55,6,21,23,30,17,24,13,9,7,6,20,19,50,2,14,15,18,9,19,12,13,5,5,24,"a_ten","a_ten",0,61.9,61.9,0.418181818181818,0.38,0.285714285714286,0.142857142857143,0.766666666666667,0.833333333333333,0.472727272727273,0.4,0.116580310880829,0.183305132543711,0.472222222222222,0.727272727272727,0.272727272727273,0.527777777777778,0.418181818181818,0.3,121.163166397415,88.8529886914378,88.8529886914378,121.163166397415,0.545454545454545,0.36,0.381818181818182,0.28,0.541516245487365,0.469684030742955
2015,72,1386,66,1200,55,"H",0,20,51,7,24,19,22,15,27,11,16,4,3,15,20,52,7,15,8,15,9,16,8,14,10,3,16,"a_ten","a_ten",0,63.2875,63.2875,0.392156862745098,0.384615384615385,0.291666666666667,0.466666666666667,0.863636363636364,0.533333333333333,0.46078431372549,0.451923076923077,0.208659363588941,0.192837465564738,0.483870967741935,0.75,0.25,0.516129032258065,0.372549019607843,0.153846153846154,104.285996444796,86.9049970373297,86.9049970373297,104.285996444796,0.431372549019608,0.288461538461538,0.470588235294118,0.288461538461538,0.537021969080553,0.465116279069767
2015,72,1387,78,1182,69,"H",0,25,55,11,26,17,25,7,29,22,11,2,3,26,24,52,8,19,13,34,10,27,12,10,6,2,22,"a_ten","a_ten",0,69.5125,69.5125,0.454545454545455,0.461538461538462,0.423076923076923,0.421052631578947,0.68,0.382352941176471,0.554545454545455,0.538461538461538,0.142857142857143,0.12993762993763,0.205882352941176,0.743589743589744,0.256410256410256,0.794117647058823,0.309090909090909,0.25,112.210034166517,99.2627225319187,99.2627225319187,112.210034166517,0.454545454545455,0.653846153846154,0.472727272727273,0.365384615384615,0.583177570093458,0.506236243580337
2015,73,1203,73,1350,70,"H",2,23,55,3,15,24,29,12,30,7,14,5,3,17,23,55,9,22,15,19,2,22,13,10,10,3,26,"a_ten","a_ten",0,71.4,57.12,0.418181818181818,0.418181818181818,0.2,0.409090909090909,0.827586206896552,0.789473684210526,0.445454545454545,0.5,0.171232876712329,0.136314067611778,0.352941176470588,0.9375,0.0625,0.647058823529412,0.436363636363636,0.272727272727273,102.240896358543,98.0392156862745,98.0392156862745,102.240896358543,0.527272727272727,0.345454545454545,0.272727272727273,0.4,0.530716103235187,0.546661460367044
2015,75,1173,61,1387,45,"H",0,18,42,4,18,21,33,8,28,15,12,9,4,17,17,46,6,17,5,15,7,24,9,15,5,3,25,"a_ten","a_ten",0,61.4,61.4,0.428571428571429,0.369565217391304,0.222222222222222,0.352941176470588,0.636363636363636,0.333333333333333,0.476190476190476,0.434782608695652,0.175131348511384,0.22189349112426,0.25,0.8,0.2,0.75,0.5,0.108695652173913,99.3485342019544,73.2899022801303,73.2899022801303,99.3485342019544,0.785714285714286,0.326086956521739,0.428571428571429,0.369565217391304,0.528825314260945,0.423529411764706
2015,75,1203,63,1206,53,"H",0,17,48,6,17,23,31,10,25,9,10,4,5,15,21,58,5,14,6,12,14,25,8,13,5,3,25,"a_ten","a_ten",0,62.7125,62.7125,0.354166666666667,0.362068965517241,0.352941176470588,0.357142857142857,0.741935483870968,0.5,0.416666666666667,0.405172413793103,0.139586823003908,0.170424750917672,0.285714285714286,0.641025641025641,0.358974358974359,0.714285714285714,0.479166666666667,0.103448275862069,100.458441299581,84.5126569663145,84.5126569663145,100.458441299581,0.645833333333333,0.206896551724138,0.354166666666667,0.241379310344828,0.502192108409725,0.416012558869702
2015,75,1247,60,1200,49,"H",0,18,44,5,17,19,29,6,30,12,13,6,1,14,19,60,3,26,8,12,13,25,5,14,3,0,22,"a_ten","a_ten",0,65.7375,65.7375,0.409090909090909,0.316666666666667,0.294117647058824,0.115384615384615,0.655172413793103,0.666666666666667,0.465909090909091,0.341666666666667,0.186353211009174,0.176589303733602,0.193548387096774,0.697674418604651,0.302325581395349,0.806451612903226,0.431818181818182,0.133333333333333,91.2721049629207,74.5388857197186,74.5388857197186,91.2721049629207,0.659090909090909,0.2,0.386363636363636,0.433333333333333,0.519255733448724,0.372907153729072
2015,75,1269,60,1348,56,"H",0,20,55,2,9,18,26,18,18,14,10,6,6,19,19,41,2,5,16,25,7,24,12,15,4,9,21,"a_ten","a_ten",0,60.1125,60.1125,0.363636363636364,0.463414634146341,0.222222222222222,0.4,0.692307692307692,0.64,0.381818181818182,0.48780487804878,0.130821559392988,0.223880597014925,0.428571428571429,0.72,0.28,0.571428571428571,0.327272727272727,0.390243902439024,99.812850904554,93.1586608442504,93.1586608442504,99.812850904554,0.472727272727273,0.609756097560976,0.163636363636364,0.121951219512195,0.44543429844098,0.529550827423168
2015,75,1350,89,1172,63,"H",0,31,54,14,31,13,16,5,21,25,6,4,2,19,20,50,6,22,17,21,9,21,13,12,3,0,18,"a_ten","a_ten",0,62.7875,62.7875,0.574074074074074,0.4,0.451612903225806,0.272727272727273,0.8125,0.80952380952381,0.703703703703704,0.46,0.0894988066825776,0.168444693992139,0.192307692307692,0.7,0.3,0.807692307692308,0.240740740740741,0.34,141.747959386821,100.338443161457,100.338443161457,141.747959386821,0.296296296296296,0.42,0.574074074074074,0.44,0.722402597402597,0.525218841183827
2015,75,1433,70,1182,64,"A",0,23,59,12,30,12,20,10,18,15,8,9,1,17,22,51,6,21,14,22,13,31,13,16,3,3,21,"a_ten","a_ten",0,65.475,65.475,0.389830508474576,0.431372549019608,0.4,0.285714285714286,0.6,0.636363636363636,0.491525423728814,0.490196078431373,0.105540897097625,0.208659363588941,0.24390243902439,0.580645161290323,0.419354838709677,0.75609756097561,0.203389830508475,0.274509803921569,106.911034746086,97.7472317678503,97.7472317678503,106.911034746086,0.338983050847458,0.431372549019608,0.508474576271186,0.411764705882353,0.510948905109489,0.520748576078112
2015,76,1382,70,1386,61,"H",0,25,53,7,17,13,17,7,23,18,7,5,7,15,22,57,9,21,8,13,16,22,14,13,3,6,16,"a_ten","a_ten",0,60.625,60.625,0.471698113207547,0.385964912280702,0.411764705882353,0.428571428571429,0.764705882352941,0.615384615384615,0.537735849056604,0.464912280701754,0.103734439834025,0.171685155837295,0.241379310344828,0.58974358974359,0.41025641025641,0.758620689655172,0.245283018867925,0.140350877192982,115.463917525773,100.618556701031,100.618556701031,115.463917525773,0.320754716981132,0.228070175438596,0.320754716981132,0.368421052631579,0.573065902578797,0.482785912148793
2015,78,1172,77,1173,60,"H",0,30,58,12,23,5,8,8,21,22,7,6,4,20,22,45,3,11,13,19,7,22,13,16,4,4,15,"a_ten","a_ten",0,61.9125,61.9125,0.517241379310345,0.488888888888889,0.521739130434783,0.272727272727273,0.625,0.684210526315789,0.620689655172414,0.522222222222222,0.102159953298307,0.230680507497116,0.266666666666667,0.75,0.25,0.733333333333333,0.0862068965517241,0.288888888888889,124.369069250959,96.9109630526954,96.9109630526954,124.369069250959,0.137931034482759,0.422222222222222,0.396551724137931,0.244444444444444,0.622977346278317,0.555298472929199
2015,79,1386,62,1269,56,"H",0,23,48,4,17,12,20,9,20,17,9,8,6,15,22,52,3,12,9,17,14,19,10,13,5,0,20,"a_ten","a_ten",0,58.2875,58.2875,0.479166666666667,0.423076923076923,0.235294117647059,0.25,0.6,0.529411764705882,0.520833333333333,0.451923076923077,0.13677811550152,0.179359823399558,0.321428571428571,0.588235294117647,0.411764705882353,0.678571428571429,0.25,0.173076923076923,106.369290156552,96.0754878833369,96.0754878833369,106.369290156552,0.416666666666667,0.326923076923077,0.354166666666667,0.230769230769231,0.539130434782609,0.46608406158968
2015,80,1203,79,1200,59,"A",0,27,48,4,10,21,29,8,29,15,13,5,5,14,22,61,5,19,10,14,12,18,11,9,5,1,24,"a_ten","a_ten",0,65.7125,65.7125,0.5625,0.360655737704918,0.4,0.263157894736842,0.724137931034483,0.714285714285714,0.604166666666667,0.401639344262295,0.176247288503254,0.118172268907563,0.307692307692308,0.707317073170732,0.292682926829268,0.692307692307692,0.4375,0.163934426229508,120.220658170059,89.7850485067529,89.7850485067529,120.220658170059,0.604166666666667,0.229508196721311,0.208333333333333,0.311475409836066,0.639417239983812,0.436067997043607
2015,80,1348,59,1247,47,"H",0,21,41,3,9,14,23,4,33,16,18,6,15,14,21,64,2,9,3,6,12,21,10,11,11,4,16,"a_ten","a_ten",0,65.8875,65.8875,0.51219512195122,0.328125,0.333333333333333,0.222222222222222,0.608695652173913,0.5,0.548780487804878,0.34375,0.260416666666667,0.141679546625451,0.16,0.733333333333333,0.266666666666667,0.84,0.341463414634146,0.046875,89.5465756023525,71.3337127679757,71.3337127679757,89.5465756023525,0.560975609756098,0.09375,0.219512195121951,0.140625,0.568127106403467,0.351533283470456
2015,80,1382,100,1182,97,"A",1,34,68,12,23,20,28,15,27,24,8,6,9,17,36,74,14,28,11,22,16,21,22,9,3,4,19,"a_ten","a_ten",0,75.875,67.4444444444444,0.5,0.486486486486487,0.521739130434783,0.5,0.714285714285714,0.5,0.588235294117647,0.581081081081081,0.0905797101449275,0.0971083297367285,0.416666666666667,0.627906976744186,0.372093023255814,0.583333333333333,0.294117647058824,0.148648648648649,131.795716639209,127.841845140033,127.841845140033,131.795716639209,0.411764705882353,0.297297297297297,0.338235294117647,0.378378378378378,0.615006150061501,0.574304322084073
2015,81,1433,63,1387,61,"A",0,18,49,7,23,20,27,6,23,11,11,6,4,23,21,48,3,13,16,23,7,29,14,14,2,0,19,"a_ten","a_ten",0,66.375,66.375,0.36734693877551,0.4375,0.304347826086957,0.230769230769231,0.740740740740741,0.695652173913043,0.438775510204082,0.46875,0.153032832498609,0.194120909595119,0.171428571428571,0.766666666666667,0.233333333333333,0.828571428571429,0.408163265306122,0.333333333333333,94.9152542372881,91.9020715630885,91.9020715630885,94.9152542372881,0.551020408163265,0.479166666666667,0.469387755102041,0.270833333333333,0.509502628386575,0.517607127704709
2015,82,1172,80,1206,73,"A",1,25,56,9,29,21,30,9,26,13,9,3,1,20,27,66,5,16,14,20,16,27,9,11,5,5,25,"a_ten","a_ten",0,70.375,62.5555555555556,0.446428571428571,0.409090909090909,0.310344827586207,0.3125,0.7,0.7,0.526785714285714,0.446969696969697,0.115089514066496,0.128205128205128,0.25,0.619047619047619,0.380952380952381,0.75,0.375,0.212121212121212,113.676731793961,103.730017761989,103.730017761989,113.676731793961,0.535714285714286,0.303030303030303,0.517857142857143,0.242424242424242,0.569395017793594,0.483443708609272
2015,82,1173,63,1350,60,"H",0,21,44,8,18,13,17,6,21,9,12,5,3,18,20,44,5,16,15,18,4,20,14,13,6,5,19,"a_ten","a_ten",0,59.8125,59.8125,0.477272727272727,0.454545454545455,0.444444444444444,0.3125,0.764705882352941,0.833333333333333,0.568181818181818,0.511363636363636,0.189035916824197,0.200246457178065,0.230769230769231,0.84,0.16,0.769230769230769,0.295454545454545,0.340909090909091,105.329153605016,100.313479623824,100.313479623824,105.329153605016,0.386363636363636,0.409090909090909,0.409090909090909,0.363636363636364,0.604896783485358,0.570884871550904
2015,82,1203,74,1182,59,"H",0,25,52,12,24,12,18,13,20,17,11,3,4,16,22,50,5,15,10,16,10,16,9,9,7,1,17,"a_ten","a_ten",0,57.575,57.575,0.480769230769231,0.44,0.5,0.333333333333333,0.666666666666667,0.625,0.596153846153846,0.49,0.155104342921602,0.136281041792853,0.448275862068966,0.666666666666667,0.333333333333333,0.551724137931034,0.230769230769231,0.2,128.52800694746,102.475032566218,102.475032566218,128.52800694746,0.346153846153846,0.32,0.461538461538462,0.3,0.611065235342692,0.512152777777778
2015,83,1348,53,1382,48,"H",0,19,47,3,16,12,18,7,27,13,14,5,9,16,18,51,1,6,11,14,9,23,8,15,8,4,17,"a_ten","a_ten",0,63.1,63.1,0.404255319148936,0.352941176470588,0.1875,0.166666666666667,0.666666666666667,0.785714285714286,0.436170212765957,0.362745098039216,0.2031340684852,0.207871396895787,0.233333333333333,0.75,0.25,0.766666666666667,0.25531914893617,0.215686274509804,83.9936608557845,76.0697305863709,76.0697305863709,83.9936608557845,0.382978723404255,0.274509803921569,0.340425531914894,0.117647058823529,0.477047704770477,0.416305290546401
2015,85,1247,53,1386,48,"H",0,19,51,4,15,11,14,9,28,14,13,8,5,12,20,58,6,19,2,2,8,25,16,12,6,8,15,"a_ten","a_ten",0,62.3,62.3,0.372549019607843,0.344827586206897,0.266666666666667,0.315789473684211,0.785714285714286,1,0.411764705882353,0.396551724137931,0.185290763968073,0.169300225733634,0.264705882352941,0.777777777777778,0.222222222222222,0.735294117647059,0.215686274509804,0.0344827586206897,85.0722311396469,77.0465489566613,77.0465489566613,85.0722311396469,0.274509803921569,0.0344827586206897,0.294117647058824,0.327586206896552,0.459670424978317,0.407124681933842
